"12/25/2021 23:06","3512B Starboard (4TN00223)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","RPM","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C"
"Sample #","Desired Engine Speed","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
903,853,6,344,16,855,100.5,100.5,0.1,299,247
904,853,4,345,16,853,100.5,100.5,0.0,271,252
905,852,4,345,16,854,100.5,100.5,0.1,271,252
906,852,4,346,16,857,100.5,100.5,0.1,271,242
907,852,4,346,16,861,100.5,100.5,0.0,285,242
908,853,4,346,16,857,100.5,100.5,0.1,285,257
909,853,4,347,16,859,100.5,100.5,0.1,266,257
910,853,2,347,16,857,100.5,100.5,-0.7,266,252
911,852,4,347,16,852,100.5,100.5,0.1,266,262
912,853,4,346,16,854,100.5,100.5,-0.7,266,262
913,852,4,346,16,850,100.5,100.5,-0.7,266,262
914,852,2,345,16,850,100.5,100.5,-0.7,266,262
915,853,4,345,16,853,100.5,100.5,-0.7,285,237
916,852,4,345,16,853,100.5,100.5,0.0,285,237
917,853,2,345,16,852,100.5,100.5,0.0,266,242
918,853,4,345,16,849,100.5,100.5,-0.7,266,242
919,853,4,345,16,855,100.5,100.5,0.1,266,257
920,853,4,345,16,847,100.5,100.5,0.0,285,257
921,853,2,345,16,851,100.5,100.5,0.0,285,247
922,852,4,345,16,848,100.5,100.5,0.1,280,247
923,853,4,345,16,857,100.5,100.5,0.1,280,247
924,853,4,345,16,848,100.5,100.5,0.1,271,257
925,853,2,345,16,858,100.5,100.5,0.0,285,257
926,852,4,345,16,857,100.5,100.5,0.0,285,252
927,853,2,345,16,849,100.5,100.5,0.1,266,252
928,852,4,345,16,852,100.5,100.5,0.1,266,233
929,853,4,344,16,852,100.5,100.5,-0.7,257,242
930,852,4,345,16,854,100.5,100.5,0.0,257,242
931,853,4,345,16,850,100.5,100.5,0.0,280,247
932,853,4,345,16,855,100.5,100.5,0.0,262,247
933,853,2,345,16,853,100.5,100.5,-0.7,262,252
934,853,4,345,16,853,100.5,100.5,0.1,266,252
935,853,2,345,16,852,100.5,100.5,0.0,266,247
936,853,4,345,16,855,100.5,100.5,-0.7,262,242
937,853,2,345,16,855,100.5,100.5,-0.7,262,242
938,853,4,345,16,852,100.5,100.5,0.0,257,228
939,853,4,345,16,855,100.5,100.5,0.1,257,228
940,852,4,346,16,847,100.5,100.5,0.0,257,233
941,852,2,345,16,854,100.5,100.5,0.0,252,233
942,853,4,346,16,854,100.5,100.5,0.1,252,233
943,853,4,345,16,852,100.5,100.5,0.1,271,233
944,853,4,345,16,855,100.5,100.5,0.0,271,237
945,853,4,346,16,855,100.5,100.5,-0.7,276,247
946,852,4,346,16,855,100.5,100.5,0.1,266,247
947,853,4,346,16,849,100.5,100.5,0.1,266,242
948,852,4,346,16,851,100.5,100.5,0.0,257,242
949,853,4,346,16,855,100.5,100.5,0.1,257,233
950,852,2,345,16,853,100.5,100.5,0.0,271,233
951,853,2,346,16,852,100.5,100.5,0.0,271,247
952,852,4,345,16,853,100.5,100.5,0.0,276,223
953,852,4,346,16,853,100.5,100.5,0.1,252,223
954,853,2,346,16,851,100.5,100.5,0.0,252,228
955,852,2,346,16,855,100.5,100.5,0.1,257,228
956,853,4,346,16,852,100.5,100.5,0.0,257,233
957,853,2,346,16,852,100.5,100.5,-0.7,262,233
958,853,4,345,16,850,100.5,100.5,-0.7,262,223
959,853,4,345,16,854,100.5,100.5,-0.7,247,228
960,852,2,345,16,849,100.5,100.5,0.1,266,228
961,853,2,345,16,849,100.5,100.5,0.0,266,242
962,852,2,345,16,852,100.5,100.5,-0.7,262,242
963,852,2,345,16,855,100.5,100.5,0.0,262,242
964,853,4,345,16,845,100.5,100.5,0.0,266,242
965,853,2,345,16,854,100.5,100.5,0.0,266,233
966,852,2,345,16,849,100.5,100.5,0.0,262,233
967,853,2,345,16,850,100.5,100.5,0.0,247,218
968,853,2,345,16,851,100.5,100.5,0.0,247,218
969,853,2,345,16,851,100.5,100.5,0.1,266,223
970,852,2,345,16,855,100.5,100.5,0.0,266,223
971,853,2,345,16,851,100.5,100.5,0.0,262,242
972,852,4,346,16,856,100.5,100.5,0.1,262,242
973,852,2,346,16,858,100.5,100.5,0.0,266,242
974,852,2,346,16,854,100.5,100.5,0.0,266,218
975,852,4,346,16,852,100.5,100.5,0.0,252,218
976,853,2,345,16,854,100.5,100.5,0.0,252,223
977,852,2,346,16,849,100.5,100.5,0.0,247,223
978,852,4,345,16,851,100.5,100.5,0.1,242,218
979,852,4,345,16,853,100.5,100.5,-0.7,242,218
980,853,2,345,16,846,100.5,100.5,0.1,266,218
981,852,2,345,16,853,100.5,100.5,0.1,266,237
982,853,4,345,16,853,100.5,100.5,0.0,247,237
983,852,4,345,16,851,100.5,100.5,-0.7,247,228
984,853,2,345,16,849,100.5,100.5,-0.7,242,228
985,853,4,345,16,854,100.5,100.5,0.1,242,237
986,853,4,345,16,854,100.5,100.5,0.0,247,237
987,852,2,345,16,853,100.5,100.5,0.0,247,237
988,853,4,345,16,856,100.5,100.5,-0.7,257,228
989,852,2,346,16,853,100.5,100.5,0.0,257,228
990,853,4,346,16,854,100.5,100.5,0.1,266,228
991,853,4,346,16,852,100.5,100.5,0.1,266,228
992,852,2,346,16,852,100.5,100.5,0.0,252,237
993,853,2,345,16,850,100.5,100.5,0.0,252,237
994,853,4,344,16,849,100.5,100.5,0.0,247,228
995,853,4,345,16,855,100.5,100.5,0.1,266,228
996,853,2,345,16,853,100.5,100.5,0.0,266,223
997,853,4,345,16,851,100.5,100.5,-0.7,262,223
998,852,4,345,16,847,100.5,100.5,0.0,262,233
999,853,2,345,16,855,100.5,100.5,0.0,252,233
1000,852,4,345,16,849,100.5,100.5,0.0,252,233
1001,853,2,345,16,855,100.5,100.5,-0.7,252,223
1002,853,2,345,16,853,100.5,100.5,0.0,266,223
1003,853,4,345,16,853,100.5,100.5,0.0,266,213
1004,853,4,345,16,851,100.5,100.5,0.1,247,213
1005,853,2,346,16,855,100.5,100.5,-0.7,247,218
1006,853,4,345,16,856,100.5,100.5,0.0,247,228
1007,853,4,345,16,850,100.5,100.5,0.0,247,228
1008,852,2,346,16,855,100.5,100.5,0.0,252,228
1009,853,2,345,16,853,100.5,100.5,0.0,262,228
1010,853,2,345,16,849,100.5,100.5,0.0,262,223
1011,853,2,345,16,849,100.5,100.5,0.0,237,223
1012,852,2,344,16,854,100.5,100.5,0.0,237,228
1013,853,4,345,16,848,100.5,100.5,0.0,242,237
1014,853,2,344,16,851,100.5,100.5,0.0,242,237
1015,853,4,344,16,856,100.5,100.5,0.0,257,208
1016,852,4,344,16,853,100.5,100.5,0.0,257,208
1017,850,2,344,16,856,100.5,100.5,0.0,257,213
1018,852,2,344,16,851,100.5,100.5,-0.7,262,213
1019,853,4,344,16,856,100.5,100.5,0.0,262,213
1020,853,4,344,16,851,100.5,100.5,0.0,257,213
1021,853,2,345,16,852,100.5,100.5,0.0,257,213
1022,853,2,345,16,855,100.5,100.5,0.0,257,228
1023,852,4,344,16,852,100.5,100.5,0.1,262,228
1024,853,2,345,16,855,100.5,100.5,0.0,262,218
1025,853,2,344,16,855,100.5,100.5,0.0,237,218
1026,853,2,345,16,855,100.5,100.5,0.0,237,213
1027,853,2,345,16,851,100.5,100.5,-0.7,237,213
1028,852,4,345,16,847,100.5,100.5,0.0,237,233
1029,853,4,344,16,852,100.5,100.5,0.0,247,233
1030,853,4,344,16,851,100.5,100.5,0.0,262,208
1031,853,4,344,16,853,100.5,100.5,0.0,262,208
1032,853,4,344,16,855,100.5,100.5,0.0,247,213
1033,852,4,344,16,850,100.5,100.5,0.0,247,213
1034,852,4,344,16,847,100.5,100.5,0.0,252,223
1035,852,4,344,16,851,100.5,100.5,-0.7,252,223
1036,852,2,344,16,849,100.5,100.5,-0.7,252,228
1037,852,4,345,16,850,100.5,100.5,0.1,252,218
1038,852,4,345,16,853,100.5,100.5,0.0,257,218
1039,852,4,345,16,854,100.5,100.5,0.0,257,228
1040,852,2,345,16,849,100.5,100.5,0.0,257,228
1041,852,4,345,16,852,100.5,100.5,0.0,252,208
1042,852,4,345,16,854,100.5,100.5,0.0,252,208
1043,852,4,345,16,852,100.5,100.5,0.0,252,228
1044,852,4,345,16,851,100.5,100.5,0.0,252,228
1045,852,2,345,16,852,100.5,100.5,0.1,257,228
1046,852,2,345,16,856,100.5,100.5,0.0,257,218
1047,852,2,345,16,851,100.5,100.5,-0.7,257,218
1048,852,2,345,16,855,100.5,100.5,0.0,233,213
1049,852,4,345,16,856,100.5,100.5,0.0,233,213
1050,853,2,345,16,854,100.5,100.5,0.0,252,218
1051,853,4,346,16,852,100.5,100.5,0.0,252,223
1052,852,2,345,16,851,100.5,100.5,0.0,233,223
1053,852,2,345,16,851,100.5,100.5,0.0,233,213
1054,852,2,345,16,849,100.5,100.5,0.0,247,213
1055,852,4,345,16,852,100.5,100.5,0.0,247,218
1056,853,4,345,16,853,100.5,100.5,0.0,247,218
1057,852,4,345,16,851,100.5,100.5,0.0,252,233
1058,852,2,345,16,848,100.5,100.5,0.0,252,228
1059,852,2,345,16,855,100.5,100.5,0.0,237,228
1060,852,2,345,16,849,100.5,100.5,0.0,237,228
1061,853,2,345,15,854,100.5,100.5,-0.7,247,228
1062,852,2,345,16,853,100.5,100.5,0.0,242,228
1063,852,4,345,16,854,100.5,100.5,0.0,242,228
1064,852,4,345,16,852,100.5,100.5,0.0,257,223
1065,852,2,346,16,854,100.5,100.5,0.1,257,213
1066,852,4,345,16,854,100.5,100.5,0.1,237,213
1067,852,4,345,16,849,100.5,100.5,0.1,237,218
1068,852,4,345,16,853,100.5,100.5,0.1,237,218
1069,852,2,344,16,851,100.5,100.5,-0.7,237,208
1070,853,4,344,16,848,100.5,100.5,-0.7,233,208
1071,852,4,344,16,851,100.5,100.5,0.0,233,223
1072,853,4,344,16,852,100.5,100.5,0.0,247,204
1073,852,4,344,16,857,100.5,100.5,0.0,247,204
1074,853,2,344,16,852,100.5,100.5,0.0,233,218
1075,852,4,344,16,854,100.5,100.5,0.1,233,218
1076,852,2,344,16,856,100.5,100.5,0.0,252,218
1077,853,4,345,16,850,100.5,100.5,0.0,252,218
1078,852,2,345,16,848,100.5,100.5,-0.7,257,208
1079,852,2,345,16,854,100.5,100.5,0.0,252,208
1080,852,4,345,16,846,100.5,100.5,0.0,252,213
1081,852,2,345,16,853,100.5,100.5,0.0,257,213
1082,852,4,345,16,850,100.5,100.5,0.0,257,218
1083,852,2,345,16,854,100.5,100.5,0.0,247,223
1084,852,2,345,16,856,100.5,100.5,0.0,247,223
1085,852,2,344,16,856,100.5,100.5,0.0,247,213
1086,852,4,344,16,854,100.5,100.5,0.1,242,213
1087,852,2,344,16,853,100.5,100.5,0.0,242,208
1088,852,4,344,16,853,100.5,100.5,0.1,247,208
1089,852,4,345,16,855,100.5,100.5,0.1,247,208
1090,852,4,344,16,852,100.5,100.5,0.0,247,204
1091,852,2,344,16,852,100.5,100.5,-0.7,247,204
1092,852,4,345,16,854,100.5,100.5,0.0,237,228
1093,852,4,345,16,854,100.5,100.5,0.0,237,228
1094,852,4,345,16,849,100.5,100.5,0.0,237,204
1095,852,2,346,16,854,100.5,100.5,0.0,252,204
1096,852,2,345,16,855,100.5,100.5,0.0,252,223
1097,852,2,346,16,851,100.5,100.5,0.0,233,204
1098,852,2,346,16,849,100.5,100.5,0.0,233,204
1099,852,4,346,16,849,100.5,100.5,0.0,228,208
1100,853,4,344,16,842,100.5,100.5,0.0,237,208
1101,852,2,343,16,849,100.5,100.5,0.0,237,213
1102,852,4,343,16,846,100.5,100.5,0.0,233,213
1103,852,6,343,16,849,100.5,100.5,-0.7,233,223
1104,852,2,342,16,847,100.5,100.5,0.1,237,218
1105,852,0,343,16,848,100.5,100.5,0.1,237,218
1106,852,2,343,16,852,100.5,100.5,0.0,242,213
1107,852,4,343,16,852,100.5,100.5,0.0,242,213
1108,852,4,343,16,851,100.5,100.5,-0.7,242,223
1109,852,2,343,16,852,100.5,100.5,0.0,237,223
1110,852,4,343,16,855,100.5,100.5,0.0,237,199
1111,852,2,343,16,849,100.5,100.5,0.0,247,199
1112,852,2,343,16,849,100.5,100.5,0.0,247,204
1113,852,2,342,16,853,100.5,100.5,0.0,237,228
1114,852,2,342,16,853,100.5,100.5,0.1,237,228
1115,852,4,342,16,850,100.5,100.5,0.0,237,213
1116,850,4,342,15,853,100.5,100.5,0.0,237,213
1117,852,2,342,16,852,100.5,100.5,0.0,237,204
1118,852,4,342,16,849,100.5,100.5,0.0,247,204
1119,853,4,343,16,853,100.5,100.5,0.0,247,208
1120,852,4,343,16,851,100.5,100.5,-0.7,237,204
1121,852,4,343,16,851,100.5,100.5,0.1,237,204
1122,852,2,344,16,847,100.5,100.5,0.0,252,208
1123,852,4,344,16,855,100.5,100.5,0.0,252,208
1124,852,2,344,16,854,100.5,100.5,0.0,247,213
1125,852,4,344,16,854,100.5,100.5,0.0,242,213
1126,853,2,344,16,855,100.5,100.5,0.0,242,204
1127,853,4,344,16,851,100.5,100.5,0.0,242,204
1128,852,4,343,16,851,100.5,100.5,0.0,242,213
1129,852,4,344,16,851,100.5,100.5,0.0,233,213
1130,853,4,343,16,851,100.5,100.5,0.0,233,208
1131,852,4,343,16,850,100.5,100.5,0.0,252,208
1132,852,2,343,16,855,100.5,100.5,0.0,233,208
1133,852,4,343,16,855,100.5,100.5,0.0,233,208
1134,853,4,343,16,853,100.5,100.5,0.1,247,228
1135,852,4,343,16,852,100.5,100.5,0.1,247,223
1136,853,2,343,16,852,100.5,100.5,0.0,242,223
1137,853,2,343,16,850,100.5,100.5,0.0,242,208
1138,852,2,343,16,850,100.5,100.5,0.0,247,208
1139,852,4,343,16,854,100.5,100.5,0.1,247,204
1140,852,2,343,16,853,100.5,100.5,0.1,242,204
1141,852,4,343,16,851,100.5,100.5,-0.7,242,204
1142,852,4,343,16,849,100.5,100.5,0.0,233,213
1143,852,2,343,16,855,100.5,100.5,0.0,233,213
1144,852,4,343,16,849,100.5,100.5,0.0,247,223
1145,852,4,343,16,854,100.5,100.5,-0.7,237,223
1146,852,4,344,16,855,100.5,100.5,0.0,237,228
1147,852,4,343,16,852,100.5,100.5,0.0,242,228
1148,852,4,344,16,851,100.5,100.5,0.0,242,228
1149,852,2,344,16,855,100.5,100.5,0.0,242,218
1150,852,2,343,16,855,100.5,100.5,0.0,242,218
1151,852,2,343,16,850,100.5,100.5,0.0,242,208
1152,852,4,343,16,854,100.5,100.5,0.0,252,208
1153,853,4,343,16,853,100.5,100.5,0.0,252,218
1154,847,4,343,15,853,100.5,100.5,0.1,242,218
1155,846,2,344,15,846,100.5,100.5,0.1,242,204
1156,847,2,343,15,850,100.5,100.5,0.0,247,223
1157,847,4,343,15,845,100.5,100.5,0.0,247,223
1158,846,4,341,15,843,100.5,100.5,0.0,233,223
1159,847,4,341,15,842,100.5,100.5,0.0,242,223
1160,846,2,341,15,846,100.5,100.5,0.0,242,223
1161,847,2,340,15,845,100.5,100.5,0.0,237,223
1162,847,4,340,15,842,100.5,100.5,0.1,237,213
1163,847,4,340,15,849,100.5,100.5,0.0,247,204
1164,847,4,341,15,850,100.5,100.5,0.1,247,204
1165,847,4,341,15,843,100.5,100.5,0.0,242,204
1166,847,2,341,15,848,100.5,100.5,0.1,247,204
1167,847,4,341,15,847,100.5,100.5,0.0,247,223
1168,847,4,341,15,849,100.5,100.5,0.0,237,223
1169,847,2,341,15,848,100.5,100.5,0.0,237,208
1170,846,4,341,15,846,100.5,100.5,0.0,247,208
1171,847,4,341,15,847,100.5,100.5,0.0,247,228
1172,847,4,341,15,848,100.5,100.5,0.1,233,228
1173,847,2,341,15,848,100.5,100.5,0.1,242,208
1174,847,4,342,15,848,100.5,100.5,0.1,242,204
1175,849,4,342,15,848,100.5,100.5,0.1,257,204
1176,847,2,342,15,843,100.5,100.5,0.1,257,233
1177,847,2,342,15,848,100.5,100.5,0.0,257,233
1178,847,4,341,15,849,100.5,100.5,0.0,257,218
1179,847,4,341,15,849,100.5,100.5,0.0,242,218
1180,847,2,341,15,848,100.5,100.5,0.0,247,218
1181,847,2,342,15,851,100.5,100.5,0.1,247,218
1182,848,4,342,15,849,100.5,100.5,0.0,233,223
1183,847,2,341,15,845,100.5,100.5,0.0,233,223
1184,846,2,341,15,842,100.5,100.5,0.1,237,228
1185,847,4,341,15,847,100.5,100.5,0.0,237,228
1186,847,4,341,15,846,100.5,100.5,0.0,237,223
1187,847,2,341,15,845,100.5,100.5,0.0,237,218
1188,849,4,341,15,844,100.5,100.5,0.0,252,218
1189,849,4,341,15,851,100.5,100.5,0.0,252,228
1190,847,4,342,15,847,100.5,100.5,0.0,233,228
1191,847,4,342,15,845,100.5,100.5,0.1,233,208
1192,847,2,342,15,850,100.5,100.5,0.1,247,208
1193,847,2,341,15,844,100.5,100.5,-0.7,242,208
1194,847,2,341,15,847,100.5,100.5,0.1,242,218
1195,847,2,342,15,848,100.5,100.5,0.1,257,218
1196,847,4,342,15,849,100.5,100.5,0.0,257,204
1197,847,4,342,15,845,100.5,100.5,0.0,247,204
1198,847,4,342,15,846,100.5,100.5,0.0,247,213
1199,847,2,343,15,848,100.5,100.5,0.1,247,213
1200,847,4,342,15,851,100.5,100.5,-0.7,237,223
1201,847,4,342,15,847,100.5,100.5,0.0,237,223
1202,847,4,343,15,850,100.5,100.5,0.0,257,223
1203,849,2,343,15,851,100.5,100.5,0.1,257,218
1204,847,2,342,15,844,100.5,100.5,0.1,252,218
1205,847,4,343,15,847,100.5,100.5,0.0,252,213
1206,849,2,343,15,850,100.5,100.5,0.1,237,213
1207,847,4,342,15,849,100.5,100.5,0.0,237,218
1208,846,4,342,15,845,100.5,100.5,0.0,252,228
1209,847,4,342,15,847,100.5,100.5,0.1,252,228
1210,847,2,342,15,847,100.5,100.5,0.1,252,228
1211,847,4,342,15,851,100.5,100.5,0.0,252,228
1212,847,4,342,15,847,100.5,100.5,0.0,233,213
1213,847,4,343,15,848,100.5,100.5,0.0,233,213
1214,847,2,342,15,850,100.5,100.5,0.0,247,208
1215,849,2,342,15,847,100.5,100.5,0.0,247,208
1216,848,4,343,15,846,100.5,100.5,0.0,247,218
1217,847,2,342,15,851,100.5,100.5,0.0,237,218
1218,847,2,342,15,849,100.5,100.5,0.0,237,213
1219,847,4,342,15,841,100.5,100.5,0.0,257,213
1220,847,4,342,15,849,100.5,100.5,0.1,257,223
1221,847,4,342,15,847,100.5,100.5,0.0,247,223
1222,847,2,342,15,848,100.5,100.5,0.0,233,204
1223,847,2,341,15,849,100.5,100.5,0.0,233,204
1224,846,4,342,15,849,100.5,100.5,0.0,242,213
1225,847,2,342,15,842,100.5,100.5,0.1,242,213
1226,847,4,342,15,843,100.5,100.5,0.0,242,218
1227,847,2,341,15,845,100.5,100.5,0.0,242,218
1228,847,2,341,15,847,100.5,100.5,0.0,233,223
1229,847,2,342,15,848,100.5,100.5,0.0,233,204
1230,847,2,342,15,845,100.5,100.5,0.0,233,204
1231,847,4,342,15,847,100.5,100.5,0.1,233,213
1232,847,4,342,15,848,100.5,100.5,0.0,252,213
1233,848,4,343,15,848,100.5,100.5,0.1,252,218
1234,847,2,343,15,847,100.5,100.5,-0.7,252,218
1235,847,2,342,15,852,100.5,100.5,0.1,228,213
1236,847,4,342,15,848,100.5,100.5,0.0,228,223
1237,847,2,342,15,842,100.5,100.5,0.0,237,223
1238,847,2,343,15,846,100.5,100.5,0.0,237,223
1239,847,2,343,15,849,100.5,100.5,0.0,237,223
1240,847,2,342,15,844,100.5,100.5,0.0,228,213
1241,847,4,342,15,846,100.5,100.5,0.1,228,213
1242,847,2,342,15,847,100.5,100.5,0.0,247,199
1243,847,2,342,15,851,100.5,100.5,0.0,247,204
1244,847,2,342,15,847,100.5,100.5,0.0,247,204
1245,847,4,342,15,850,100.5,100.5,-0.7,247,218
1246,847,2,343,15,849,100.5,100.5,0.0,242,218
1247,847,4,343,15,848,100.5,100.5,0.1,242,213
1248,847,4,343,15,846,100.5,100.5,0.0,242,213
1249,847,4,343,15,851,100.5,100.5,-0.7,228,223
1250,847,2,342,15,848,100.5,100.5,0.0,228,218
1251,847,4,343,15,850,100.5,100.5,0.0,228,218
1252,847,2,343,15,850,100.5,100.5,0.0,228,218
1253,847,2,342,15,846,100.5,100.5,0.0,233,218
1254,848,2,342,15,850,100.5,100.5,0.0,233,213
1255,847,4,343,15,844,100.5,100.5,0.0,228,213
1256,847,4,342,15,848,100.5,100.5,0.0,237,223
1257,848,2,342,15,849,100.5,100.5,0.0,237,218
1258,847,2,342,15,845,100.5,100.5,0.0,247,218
1259,847,4,342,15,847,100.5,100.5,0.0,247,208
1260,847,4,342,15,850,100.5,100.5,0.0,242,208
1261,847,2,342,15,847,100.5,100.5,0.1,242,223
1262,847,2,342,15,843,100.5,100.5,0.0,228,223
1263,847,2,342,15,848,100.5,100.5,0.1,228,204
1264,847,2,343,15,849,100.5,100.5,0.0,237,223
1265,847,2,343,15,848,100.5,100.5,0.0,237,223
1266,847,2,343,15,848,100.5,100.5,0.0,237,218
1267,846,4,343,15,849,100.5,100.5,0.0,237,218
1268,847,2,343,15,852,100.5,100.5,0.1,228,213
1269,847,2,343,15,849,100.5,100.5,0.1,228,213
1270,847,4,343,15,851,100.5,100.5,0.0,228,204
1271,847,4,343,15,850,100.5,100.5,0.1,237,204
1272,846,2,343,15,847,100.5,100.5,0.1,237,218
1273,847,2,343,15,846,100.5,100.5,0.0,252,218
1274,847,4,343,15,847,100.5,100.5,0.0,252,204
1275,847,2,343,15,850,100.5,100.5,0.0,233,204
1276,847,2,343,15,843,100.5,100.5,0.0,233,218
1277,847,2,343,15,853,100.5,100.5,0.1,228,218
1278,847,4,343,15,848,100.5,100.5,0.0,242,199
1279,847,2,343,15,850,100.5,100.5,-0.7,242,199
1280,847,2,344,15,849,100.5,100.5,0.0,247,204
1281,848,2,344,15,849,100.5,100.5,0.0,247,204
1282,847,2,344,15,848,100.5,100.5,0.0,223,208
1283,846,4,344,15,849,100.5,100.5,0.0,223,208
1284,847,4,344,15,843,100.5,100.5,0.1,233,208
1285,847,2,343,15,850,100.5,100.5,0.0,233,199
1286,847,2,343,15,851,100.5,100.5,-0.7,228,199
1287,847,2,344,15,845,100.5,100.5,0.0,228,204
1288,847,2,344,15,852,100.5,100.5,0.0,237,204
1289,849,2,344,15,849,100.5,100.5,0.0,223,204
1290,846,2,344,15,847,100.5,100.5,0.0,223,204
1291,847,2,344,15,845,100.5,100.5,0.0,233,204
1292,847,2,343,15,846,100.5,100.5,0.1,233,218
1293,847,2,343,15,845,100.5,100.5,-0.7,242,218
1294,847,4,342,15,842,100.5,100.5,0.0,242,199
1295,849,2,343,15,847,100.5,100.5,0.0,242,199
1296,847,2,343,15,845,100.5,100.5,0.0,242,218
1297,847,2,342,15,844,100.5,100.5,0.0,247,218
1298,846,2,343,15,843,100.5,100.5,0.0,247,208
1299,847,2,343,15,846,100.5,100.5,0.0,237,194
1300,847,2,343,15,850,100.5,100.5,0.0,237,194
1301,847,4,343,15,843,100.5,100.5,0.0,237,204
1302,847,2,343,15,840,100.5,100.5,0.1,237,204
1303,847,2,343,15,843,100.5,100.5,0.0,242,208
1304,847,4,342,15,845,100.5,100.5,0.0,242,208
1305,847,2,342,15,842,100.5,100.5,0.1,223,199
1306,847,4,342,15,843,100.5,100.5,0.1,228,199
1307,846,2,342,15,841,100.5,100.5,0.0,228,208
1308,847,4,342,15,845,100.5,100.5,0.1,233,208
1309,847,2,342,15,844,100.5,100.5,0.1,233,213
1310,847,4,342,15,845,100.5,100.5,0.1,237,199
1311,847,4,342,15,844,100.5,100.5,0.0,237,199
1312,847,2,342,15,841,100.5,100.5,0.0,242,199
1313,847,4,342,15,847,100.5,100.5,0.0,223,199
1314,847,4,341,15,847,100.5,100.5,0.0,223,208
1315,847,2,342,15,846,100.5,100.5,0.1,233,208
1316,847,2,342,15,844,100.5,100.5,0.0,233,204
1317,847,4,341,15,850,100.5,100.5,0.0,237,218
1318,847,2,342,15,850,100.5,100.5,0.0,237,218
1319,847,4,341,15,845,100.5,100.5,0.1,228,204
1320,847,4,341,15,848,100.5,100.5,0.1,242,204
1321,847,2,341,15,850,100.5,100.5,0.0,242,194
1322,847,2,341,15,849,100.5,100.5,0.0,223,194
1323,848,2,341,15,847,100.5,100.5,0.1,223,213
1324,847,2,342,15,846,100.5,100.5,0.0,233,213
1325,847,2,342,15,847,100.5,100.5,0.0,233,199
1326,847,4,342,15,847,100.5,100.5,0.0,237,218
1327,847,2,341,15,850,100.5,100.5,0.0,237,218
1328,849,4,341,15,847,100.5,100.5,0.0,237,208
1329,847,4,341,15,847,100.5,100.5,0.1,237,208
1330,847,2,340,15,844,100.5,100.5,0.1,237,199
1331,848,4,340,15,842,100.5,100.5,-0.7,228,199
1332,846,4,340,15,843,100.5,100.5,0.0,228,194
1333,847,4,339,15,842,100.5,100.5,0.1,228,194
1334,847,2,337,15,837,100.5,100.5,-0.7,223,208
1335,847,4,336,15,836,100.5,100.5,-0.7,223,208
1336,847,2,335,15,836,100.5,100.5,0.0,242,208
1337,847,4,333,15,834,100.5,100.5,-0.7,242,208
1338,847,4,333,15,834,100.5,100.5,0.0,237,204
1339,847,4,332,15,834,100.5,100.5,0.0,237,204
1340,847,6,332,15,834,100.5,100.5,-0.7,242,199
1341,847,4,331,15,837,100.5,100.5,0.0,242,208
1342,847,4,330,15,836,100.5,100.5,0.0,252,208
1343,847,4,329,15,834,100.5,100.5,0.0,252,204
1344,846,4,328,15,841,100.5,100.5,0.0,247,204
1345,847,6,328,15,843,100.5,100.5,0.1,237,204
1346,847,4,329,15,843,100.5,100.5,0.0,237,204
1347,846,6,330,15,846,100.5,100.5,0.0,262,218
1348,847,4,330,15,852,100.5,100.5,0.0,262,213
1349,846,6,331,15,850,100.5,100.5,0.1,262,213
1350,847,6,332,15,850,100.5,100.5,0.0,262,208
1351,846,6,332,15,849,100.5,100.5,0.1,252,208
1352,847,4,333,15,851,100.5,100.5,0.0,262,218
1353,846,6,333,15,845,100.5,100.5,0.0,262,218
1354,847,6,333,15,845,100.5,100.5,0.0,262,237
1355,847,6,333,15,850,100.5,100.5,0.0,262,237
1356,846,6,333,15,848,100.5,100.5,0.1,252,237
1357,848,6,333,15,844,100.5,100.5,0.0,252,237
1358,847,6,332,15,839,100.5,100.5,0.0,276,237
1359,847,4,332,15,848,100.5,100.5,0.0,276,233
1360,847,4,332,15,852,100.5,100.5,0.0,257,233
1361,847,6,332,15,855,100.5,100.5,0.0,266,237
1362,847,6,334,15,856,100.5,100.5,0.0,266,237
1363,846,6,336,15,858,100.5,100.5,0.0,257,237
1364,847,6,338,15,854,100.5,100.5,0.0,257,242
1365,847,6,339,15,860,100.5,100.5,0.0,276,242
1366,847,6,340,15,856,100.5,100.5,0.0,276,252
1367,848,6,340,15,856,100.5,100.5,0.0,266,252
1368,847,6,341,15,856,100.5,100.5,0.1,280,242
1369,847,4,341,15,855,100.5,100.5,0.1,280,252
1370,846,6,341,15,852,100.5,100.5,0.0,266,252
1371,846,4,342,15,853,100.5,100.5,0.0,266,237
1372,848,2,341,15,852,100.5,100.5,0.0,257,237
1373,847,4,342,15,852,100.5,100.5,0.0,257,257
1374,846,4,342,15,847,100.5,100.5,0.0,262,257
